KxIndex	ContractId	Age	Gender	Children	Profession	"Customer Type"	"Multiple cars"	"Driving Licence Years"	"Car category"	"Annual Kilometers"	Gearbox	Fuel	Claim	rr_Claim
4022	4894	78	Man	2	"Public Sector - Employee"	Agency	Yes	22	Saloon	37068	Manual	Petrol		0.30615026327667277
4023	4895	63	Man	2	Independant	On-line	Yes	13	Estate	17964	Automatic	Diesel		0.13654943187043861
4024	4896	61	Woman	4+	Independant	Agency	No	6	Sport	19393	Manual	Diesel		0.15646636879487935
4025	4897	18	Man	1	Retired	On-line	No	0	Sport	24973	Manual	Diesel		0.42089155882541823
4026	4899	49	Man	0	Government	Agency	No	9	Estate	22005	Automatic	Diesel		0.31029963403284611
4027	4901	62	Woman	2	Unemployed	On-line	No	18	Sport	28371	Automatic	Diesel		0.25493452423568386
4028	4902	73	Woman	1	"Public Sector - Employee"	Agency	No	8	Sport	28931	Manual	Diesel		0.1956997058854954
4029	4903	62	Woman	4+	"Private Sector - Employee"	Agency	Yes	5	Sport	24397	Automatic	Diesel		0.10260389519543966
4030	4904	66	Man	1	"Private Sector - Employee"	Agency	No	6	Sport	25671	Manual	Diesel		0.24446492651385243
4031	4905	66	Man	4+	"Private Sector - Employee"	Agency	No	4	Sport	33349	Automatic	Diesel		0.23567888711887414
4032	4906	19	Man	0	"Public Sector - Employee"	On-line	No	1	Saloon	25238	Automatic	Diesel		0.39941274716654851
4033	4907	40	Man	0	Government	Agency	No	5	Estate	27445	Automatic	Diesel		0.39355332116630021
4034	4908	35	Woman	2	"Public Sector - Director"	On-line	No	7	Estate	19113	Automatic	Diesel		-0.01632641486042706
4035	4909	67	Woman	2	Independant	Agency	Yes	9	Estate	20619	Automatic	Diesel		-0.016596895428245634
4036	4910	52	Woman	0	"Public Sector - Manager"	Agency	Yes	4	Estate	19130	Automatic	Diesel		0.26813710917132777
4037	4912	62	Man	1	"Public Sector - Manager"	Agency	Yes	8	Sport	51915	Automatic	Diesel		0.36478616958243976
4038	4913	67	Man	1	"Private Sector - Director"	On-line	Yes	15	Sport	23120	Automatic	Petrol		0.27379050878371414
4039	4914	83	Woman	4+	Independant	Agency	No	17	Sport	22953	Manual	Petrol		0.32234603503018494
4040	4916	29	Woman	4+	"Public Sector - Manager"	Agency	Yes	11	Estate	24924	Manual	Petrol		0.14937853919654848
4041	4918	36	Woman	1	"Private Sector - Employee"	Agency	No	18	Sport	16343	Manual	Diesel		0.18909313437104219
4042	4920	19	Woman	4+	"Private Sector - Director"	Agency	No	1	Sport	17739	Automatic	Petrol		0.13966587666964031
4043	4921	38	Man	4+	"Private Sector - Manager"	Agency	No	14	Saloon	39995	Automatic	Diesel		0.2495532079340046
4044	4922	39	Man	2	Unemployed	On-line	No	11	Estate	39019	Manual	Diesel		0.23316719792952162
4045	4923	56	Man	2	"Private Sector - Director"	Agency	No	14	Sport	15830	Automatic	Diesel		0.33598141570022422
4046	4924	20	Man	4+	Student	Agency	No	2	Estate	19134	Automatic	Petrol		0.10841097145930993
4047	4925	42	Man	3	Student	Agency	No	5	Sport	17951	Automatic	Diesel		0.20882104844612071
4048	4926	40	Woman	4+	"Public Sector - Manager"	Agency	No	16	Estate	15698	Manual	Diesel		0.21048879986985469
4049	4927	49	Man	2	"Private Sector - Employee"	On-line	No	11	Sport	24763	Manual	Petrol		0.18295217283992754
4050	4928	81	Man	2	"Private Sector - Director"	Agency	No	18	Sport	20139	Manual	Petrol		0.46529968480450506
4051	4929	56	Woman	4+	"Private Sector - Manager"	On-line	Yes	9	Estate	51839	Automatic	Diesel		-0.062195359218437149
4052	4931	43	Man	2	Independant	Agency	Yes	16	Estate	27018	Automatic	Diesel		0.18597414630985809
4053	4932	37	Woman	2	Independant	On-line	Yes	11	Estate	26439	Automatic	Petrol		0.017001457215884669
4054	4933	23	Man	0	Retired	Agency	No	5	Estate	23180	Manual	Diesel		0.39178320158616964
4055	4934	55	Woman	4+	Unemployed	On-line	No	4	Sport	18751	Manual	Diesel		0.16993813291762946
4056	4935	41	Man	4+	Retired	Agency	No	16	Saloon	32262	Automatic	Petrol		0.12761704559637449
4057	4936	56	Woman	4+	Independant	Agency	No	21	Estate	28399	Automatic	Petrol		-0.023562949086041632
4058	4937	39	Woman	4+	Government	Agency	Yes	15	Estate	43914	Automatic	Diesel		0.05468998627266998
4059	4938	45	Man	2	Government	On-line	No	6	Estate	29084	Manual	Diesel		0.17218770795248617
4060	4939	52	Woman	0	"Public Sector - Employee"	Agency	Yes	21	Estate	19048	Automatic	Petrol		0.1143907486150174
4061	4940	46	Man	3	"Private Sector - Manager"	Agency	No	10	Sport	16213	Automatic	Diesel		0.30040294597587891
4062	4941	42	Man	3	"Private Sector - Manager"	Agency	No	7	Saloon	22017	Manual	Petrol		-0.011482115785492929
4063	4942	27	Man	1	Independant	Agency	No	9	Sport	23082	Automatic	Diesel		0.40164172615735333
4064	4943	43	Man	1	Student	Agency	Yes	6	Sport	30631	Automatic	Diesel		0.30827735532579675
4065	4944	52	Man	2	Student	Agency	No	20	Estate	23812	Automatic	Diesel		0.19811910060696059
4066	4946	49	Woman	4+	Student	Agency	No	8	Saloon	17122	Automatic	Diesel		-0.033457427396948222
4067	4947	37	Woman	1	"Public Sector - Manager"	Agency	No	12	Estate	43996	Automatic	Diesel		0.16975671891046729
4068	4948	47	Man	4+	"Public Sector - Employee"	Agency	Yes	21	Saloon	46240	Manual	Petrol		0.039478728599512528
4069	4949	25	Man	0	Government	On-line	Yes	3	Estate	22562	Manual	Diesel		0.3844313418231286
4070	4950	53	Man	4+	"Public Sector - Manager"	On-line	No	13	Saloon	24082	Manual	Petrol		0.22570858179558279
4071	4951	54	Man	0	"Private Sector - Manager"	Agency	No	13	Estate	17441	Manual	Diesel		0.31284438180167856
4072	4953	25	Woman	4+	Independant	On-line	No	7	Saloon	30959	Automatic	Diesel		0.09572540409786072
4073	4954	45	Woman	1	"Public Sector - Director"	Agency	Yes	15	Sport	43934	Manual	Petrol		-0.016096205654707152
4074	4956	22	Woman	4+	"Public Sector - Director"	On-line	No	4	Saloon	11814	Automatic	Petrol		-0.12433736059190556
4075	4957	52	Woman	0	Unemployed	Agency	Yes	8	Saloon	19956	Automatic	Diesel		0.15999285835234317
4076	4958	71	Man	4+	Retired	Agency	No	10	Sport	13415	Automatic	Diesel		0.28335547642813758
4077	4959	50	Woman	2	"Private Sector - Employee"	Agency	No	14	Sport	9776	Automatic	Petrol		0.020475411661126611
4078	4960	54	Man	2	Independant	On-line	Yes	18	Sport	29815	Automatic	Petrol		0.2867074221857247
4079	4961	47	Man	2	Student	Agency	Yes	10	Sport	20163	Automatic	Diesel		0.31270059436930836
4080	4962	47	Woman	4+	"Public Sector - Manager"	Agency	No	3	Sport	50102	Automatic	Petrol		0.13573270509818047
4081	4963	57	Woman	4+	Independant	On-line	No	12	Saloon	35987	Automatic	Diesel		0.041938942027986821
4082	4966	49	Man	4+	"Public Sector - Employee"	Agency	No	6	Saloon	24002	Manual	Diesel		0.16037731622638657
4083	4967	57	Woman	3	Government	Agency	Yes	11	Estate	27237	Manual	Petrol		-0.039156839441970917
4084	4968	38	Woman	1	Unemployed	On-line	No	16	Saloon	14070	Automatic	Diesel		0.09548952435192988
4085	4969	67	Woman	2	Unemployed	Agency	No	5	Saloon	22980	Automatic	Diesel		0.0029091902990579024
4086	4970	37	Man	0	Government	On-line	Yes	4	Saloon	34708	Manual	Petrol		0.2842173515023132
4087	4971	39	Woman	2	"Public Sector - Manager"	Agency	No	16	Saloon	19173	Automatic	Petrol		0.13885732574298987
4088	4972	63	Man	2	"Private Sector - Manager"	Agency	Yes	12	Estate	59877	Automatic	Diesel		0.108744075047205
4089	4973	53	Woman	4+	"Private Sector - Employee"	Agency	No	13	Estate	27206	Automatic	Diesel		-0.0089574844402064355
4090	4974	38	Woman	1	Independant	Agency	No	12	Saloon	31537	Automatic	Petrol		0.029802460057125099
4091	4975	30	Man	4+	Student	Agency	No	8	Sport	45035	Automatic	Diesel		0.31917996172148261
4092	4976	51	Man	2	Unemployed	Agency	No	6	Estate	26741	Automatic	Diesel		0.17155465049083077
4093	4978	56	Man	0	"Public Sector - Manager"	Agency	Yes	10	Saloon	23031	Automatic	Diesel		0.42845714652200739
4094	4979	27	Woman	1	"Public Sector - Employee"	Agency	Yes	9	Sport	26312	Automatic	Diesel		0.29244879240197708
4095	4980	85	Woman	4+	Independant	Agency	Yes	4	Sport	21874	Automatic	Diesel		0.3571645410906244
4096	4981	57	Man	0	"Public Sector - Employee"	On-line	No	5	Sport	35681	Automatic	Petrol		0.38725378849271747
4097	4982	20	Man	4+	"Private Sector - Employee"	On-line	No	2	Saloon	12426	Automatic	Petrol		0.012719511833050305
4098	4983	43	Woman	2	Independant	On-line	Yes	3	Estate	21336	Automatic	Diesel		-0.030801968826531398
4099	4984	35	Man	2	Independant	On-line	Yes	8	Estate	27485	Automatic	Petrol		0.13814107394081448
4100	4985	26	Man	0	"Private Sector - Director"	On-line	Yes	8	Sport	22805	Manual	Diesel		0.56915649985294314
4101	4986	50	Man	1	"Public Sector - Director"	Agency	No	9	Estate	16237	Automatic	Diesel		0.031628467781070632
4102	4987	22	Man	0	Retired	Agency	No	4	Saloon	31201	Automatic	Diesel		0.40112186718370751
4103	4988	60	Man	1	Student	Agency	No	9	Saloon	39252	Automatic	Petrol		0.027137033906266136
4104	4989	56	Man	0	Unemployed	Agency	Yes	14	Saloon	31035	Automatic	Diesel		0.36333832212260991
4105	4990	24	Woman	2	Independant	On-line	No	6	Estate	42266	Automatic	Diesel		0.048583415140585506
4106	4991	35	Woman	1	Unemployed	Agency	Yes	3	Estate	26997	Automatic	Diesel		0.10196583793220687
4107	4992	55	Man	1	Unemployed	On-line	No	22	Saloon	24650	Automatic	Petrol		0.12156189655097936
4108	4993	42	Man	4+	Unemployed	Agency	No	7	Estate	20132	Automatic	Diesel		0.075059827652334529
4109	4994	43	Man	2	Independant	Agency	Yes	3	Saloon	36894	Automatic	Diesel		0.11268087485043492
4110	4995	43	Man	4+	"Private Sector - Director"	Agency	No	20	Sport	22594	Automatic	Petrol		0.26880848609546687
4111	4996	43	Woman	3	"Private Sector - Manager"	Agency	No	19	Saloon	29332	Manual	Diesel		0.06303832151923458
4112	4997	72	Woman	3	Student	On-line	No	3	Sport	23089	Automatic	Diesel		0.16033737059484465
4113	4998	73	Woman	0	Government	Agency	No	15	Estate	22385	Automatic	Diesel		0.19975927214860323
4114	4999	81	Man	3	"Private Sector - Employee"	Agency	No	18	Sport	19231	Automatic	Diesel		0.46777973886987734
4115	5001	30	Man	2	"Private Sector - Manager"	Agency	No	12	Estate	18291	Automatic	Petrol		0.13991716173533675
4116	5002	44	Woman	0	"Private Sector - Director"	Agency	No	12	Sport	25651	Automatic	Diesel		0.4079055240505528
4117	5003	37	Man	0	"Public Sector - Director"	On-line	No	19	Saloon	26502	Automatic	Petrol		0.26468340696341713
4118	5004	54	Woman	4+	"Private Sector - Director"	Agency	No	17	Estate	17351	Automatic	Petrol		-0.069506009311810446
4119	5005	49	Woman	4+	Independant	On-line	No	3	Saloon	28643	Automatic	Diesel		0.01571165705942737
4120	5006	25	Man	4+	"Public Sector - Employee"	Agency	No	6	Sport	20635	Automatic	Diesel		0.40290453702158957
4121	5007	80	Woman	1	"Public Sector - Manager"	Agency	No	16	Saloon	23960	Automatic	Diesel		0.37698923613998675
4122	5009	47	Man	1	Retired	Agency	No	3	Estate	27686	Manual	Diesel		0.1706511878131563
4123	5010	41	Man	2	"Private Sector - Director"	Agency	No	12	Saloon	18026	Automatic	Diesel		0.16906458408098735
4124	5012	50	Man	2	"Public Sector - Director"	On-line	No	22	Estate	20817	Automatic	Diesel		0.11488578509132122
4125	5015	77	Woman	3	"Private Sector - Manager"	Agency	Yes	8	Estate	25658	Automatic	Diesel		0.22351671614844482
4126	5016	51	Woman	2	"Public Sector - Manager"	Agency	No	10	Saloon	23134	Automatic	Petrol		0.045093201005486652
4127	5017	18	Man	4+	"Public Sector - Employee"	Agency	No	0	Estate	29991	Automatic	Diesel		0.24738121736724983
4128	5018	69	Man	4+	Independant	Agency	Yes	10	Sport	22647	Automatic	Diesel		0.30807385006380256
4129	5019	51	Woman	1	"Private Sector - Director"	Agency	No	12	Sport	12764	Automatic	Petrol		0.10486790380001858
4130	5020	64	Man	2	Independant	On-line	No	7	Sport	26372	Automatic	Diesel		0.32460945256712165
4131	5021	56	Man	4+	"Public Sector - Manager"	Agency	No	13	Sport	36411	Manual	Diesel		0.49050653862965682
4132	5022	54	Man	1	"Private Sector - Employee"	Agency	No	5	Estate	32340	Automatic	Petrol		-0.024210144311876666
4133	5023	29	Man	2	Student	Agency	No	4	Saloon	43654	Automatic	Diesel		0.13714584666268703
4134	5024	49	Woman	4+	"Private Sector - Manager"	Agency	No	13	Saloon	23454	Automatic	Diesel		0.065333040995744593
4135	5025	41	Woman	4+	Independant	Agency	No	9	Estate	58283	Automatic	Diesel		-0.063684126237221486
4136	5026	36	Woman	0	"Private Sector - Director"	Agency	No	16	Saloon	35513	Manual	Diesel		0.29249825954945874
4137	5027	49	Woman	4+	Independant	Agency	No	5	Saloon	14530	Manual	Diesel		-0.036997285916985992
4138	5028	40	Woman	0	Student	Agency	Yes	7	Sport	24430	Automatic	Diesel		0.40947259429758825
4139	5029	44	Man	1	Independant	On-line	No	22	Estate	25258	Automatic	Diesel		0.21052340999934427
4140	5030	42	Man	2	Independant	On-line	No	8	Saloon	28018	Automatic	Diesel		0.092388835887886434
4141	5031	21	Woman	4+	Student	Agency	No	3	Estate	25802	Automatic	Diesel		0.095615814938312949
4142	5032	73	Woman	4+	"Private Sector - Employee"	Agency	Yes	13	Sport	24363	Manual	Diesel		0.14053975974509769
4143	5033	42	Man	1	"Private Sector - Director"	Agency	Yes	21	Sport	33075	Manual	Diesel		0.3269560963826002
4144	5035	71	Woman	2	"Public Sector - Employee"	Agency	Yes	9	Estate	25674	Automatic	Petrol		-0.077776596993253844
4145	5037	72	Man	4+	"Public Sector - Manager"	On-line	Yes	6	Saloon	31180	Automatic	Diesel		0.26617341574671255
4146	5038	53	Woman	4+	Retired	Agency	No	5	Estate	29596	Automatic	Diesel		0.028011146120575689
4147	5039	73	Man	2	"Private Sector - Director"	On-line	Yes	7	Sport	23480	Automatic	Diesel		0.31896027692566198
4148	5042	42	Man	4+	"Private Sector - Manager"	On-line	No	12	Estate	20149	Automatic	Diesel		0.11781089467119733
4149	5044	21	Man	4+	Government	Agency	Yes	3	Saloon	28313	Automatic	Petrol		0.15725946950270675
4150	5045	21	Woman	2	Independant	Agency	No	3	Sport	25535	Manual	Petrol		0.17732828528034711
4151	5046	52	Woman	1	"Private Sector - Employee"	On-line	No	20	Sport	23153	Automatic	Diesel		0.16098841192565533
4152	5047	42	Woman	4+	Government	On-line	No	3	Estate	18396	Automatic	Diesel		-0.095452531888092398
4153	5048	30	Woman	1	Retired	Agency	No	12	Estate	19882	Automatic	Diesel		0.1229710077529496
4154	5049	53	Man	4+	"Public Sector - Employee"	Agency	No	13	Saloon	31161	Automatic	Diesel		0.20925223082010153
4155	5050	49	Man	0	Retired	Agency	No	6	Saloon	25935	Automatic	Diesel		0.32383430560332077
4156	5051	70	Man	1	"Private Sector - Manager"	Agency	Yes	21	Sport	37725	Automatic	Diesel		0.36883609953709151
4157	5052	29	Woman	1	"Private Sector - Employee"	Agency	Yes	11	Sport	18167	Automatic	Diesel		0.16802380715597459
4158	5053	67	Woman	4+	Independant	Agency	No	13	Sport	28549	Automatic	Diesel		0.22958298893361051
4159	5054	34	Man	4+	Government	Agency	No	3	Sport	34184	Automatic	Petrol		0.30992889974411786
4160	5055	71	Woman	4+	"Private Sector - Employee"	Agency	Yes	21	Sport	15122	Automatic	Petrol		0.012415808507622098
4161	5056	41	Man	4+	"Public Sector - Director"	Agency	No	12	Sport	27917	Automatic	Diesel		0.31615387976649945
4162	5057	72	Woman	0	"Private Sector - Manager"	Agency	No	3	Saloon	30729	Manual	Petrol		0.067812102506913136
4163	5060	81	Man	2	"Public Sector - Employee"	Agency	Yes	20	Estate	33843	Automatic	Diesel		0.402627204720028
4164	5061	36	Woman	1	"Private Sector - Director"	Agency	No	18	Sport	31059	Automatic	Diesel		0.32797871126023476
4165	5062	55	Man	2	Independant	On-line	No	22	Estate	24722	Automatic	Diesel		0.2025230848845771
4166	5063	45	Woman	4+	Independant	Agency	Yes	18	Sport	22113	Automatic	Diesel		0.23072719008996739
4167	5064	24	Man	4+	"Private Sector - Manager"	On-line	No	6	Sport	24048	Automatic	Petrol		0.32414335426659285
4168	5065	75	Woman	0	"Private Sector - Manager"	Agency	Yes	15	Saloon	18504	Automatic	Diesel		0.26723300142888357
4169	5066	68	Woman	0	"Private Sector - Manager"	Agency	Yes	6	Estate	29599	Automatic	Diesel		0.17241395976075774
4170	5067	21	Man	4+	Government	Agency	No	3	Saloon	45491	Automatic	Diesel		0.15739284372084089
4171	5068	38	Man	4+	"Private Sector - Director"	Agency	No	17	Sport	15324	Automatic	Diesel		0.41242556252179929
4172	5069	41	Man	1	"Private Sector - Employee"	Agency	Yes	7	Saloon	24966	Automatic	Diesel		0.086677713632351883
4173	5070	52	Man	4+	Independant	Agency	No	3	Saloon	32806	Automatic	Diesel		0.14271885343083013
4174	5071	54	Man	2	"Public Sector - Director"	On-line	No	20	Saloon	21364	Manual	Petrol		0.016542846728946299
4175	5072	20	Man	4+	Independant	Agency	No	2	Sport	21503	Manual	Diesel		0.39183907864359696
4176	5074	37	Woman	4+	"Public Sector - Manager"	Agency	No	16	Estate	14683	Manual	Petrol		0.11856795638374835
4177	5075	40	Man	0	"Private Sector - Director"	Agency	Yes	21	Estate	34772	Automatic	Diesel		0.43498768141292349
4178	5076	77	Man	0	Unemployed	Agency	No	13	Estate	21943	Manual	Petrol		0.44739504041824146
4179	5077	54	Man	2	"Public Sector - Director"	Agency	Yes	8	Saloon	16168	Automatic	Diesel		0.027164268885674935
4180	5079	25	Man	0	"Private Sector - Employee"	Agency	No	7	Saloon	30797	Automatic	Diesel		0.31475308772643895
4181	5080	70	Woman	0	"Public Sector - Employee"	Agency	Yes	14	Sport	24637	Manual	Diesel		0.38870424995222075
4182	5081	41	Man	4+	"Public Sector - Employee"	Agency	No	9	Saloon	19503	Manual	Diesel		0.15337636289272794
4183	5082	39	Man	4+	"Public Sector - Director"	On-line	No	3	Sport	28199	Manual	Petrol		0.22982893135102056
4184	5083	37	Man	2	"Public Sector - Employee"	Agency	Yes	12	Estate	24532	Automatic	Diesel		0.27505204152742602
4185	5084	46	Woman	2	"Private Sector - Manager"	On-line	Yes	18	Sport	13338	Automatic	Petrol		0.1147287537196675
4186	5085	39	Woman	1	"Private Sector - Director"	Agency	Yes	20	Sport	27058	Automatic	Petrol		0.2401362443926483
4187	5086	43	Man	4+	Retired	On-line	Yes	15	Sport	20278	Automatic	Petrol		0.25173950101849374
4188	5087	22	Woman	4+	"Private Sector - Employee"	Agency	Yes	4	Estate	40890	Automatic	Diesel		-0.01703281216702579
4189	5088	75	Woman	1	Student	Agency	No	12	Estate	29609	Automatic	Diesel		0.14809371208333166
4190	5089	19	Woman	2	Student	Agency	Yes	1	Saloon	36538	Automatic	Petrol		-0.013792327470724404
4191	5090	31	Man	2	"Public Sector - Manager"	Agency	No	13	Saloon	28115	Manual	Diesel		0.40974882243128552
4192	5091	70	Woman	1	"Public Sector - Employee"	Agency	No	3	Sport	19624	Automatic	Diesel		0.160744961473341
4193	5092	43	Woman	1	Independant	Agency	Yes	20	Sport	26585	Manual	Diesel		0.22932863325012576
4194	5094	49	Woman	3	"Public Sector - Director"	Agency	Yes	20	Saloon	23396	Manual	Diesel		-0.013950197353107749
4195	5095	42	Man	2	Student	Agency	No	18	Sport	37201	Manual	Petrol		0.20461007203136883
4196	5096	47	Woman	2	"Public Sector - Employee"	Agency	No	8	Saloon	28961	Automatic	Diesel		0.036624072938426705
4197	5097	55	Man	0	"Private Sector - Employee"	On-line	Yes	13	Saloon	14667	Manual	Diesel		0.22415747466158736
4198	5098	40	Woman	4+	"Public Sector - Director"	Agency	No	13	Sport	24459	Automatic	Diesel		0.2247024008852142
4199	5099	44	Man	1	"Public Sector - Employee"	Agency	Yes	15	Saloon	25148	Automatic	Diesel		0.21495476493430737
4200	5103	66	Woman	0	"Private Sector - Manager"	Agency	No	8	Sport	23795	Automatic	Diesel		0.34405605945858897
4201	5104	57	Woman	0	Retired	Agency	No	20	Sport	19643	Automatic	Diesel		0.38462922828825408
4202	5105	52	Woman	4+	"Private Sector - Director"	Agency	Yes	12	Sport	26763	Automatic	Diesel		0.25480387300089946
4203	5106	38	Woman	1	"Private Sector - Manager"	Agency	No	6	Estate	23158	Automatic	Diesel		0.085983893850212489
4204	5108	25	Woman	1	"Private Sector - Director"	Agency	No	7	Estate	19336	Manual	Diesel		0.082612229087806688
4205	5109	42	Man	4+	Student	Agency	Yes	15	Estate	22438	Automatic	Diesel		0.1177445654610013
4206	5110	40	Woman	0	Independant	On-line	Yes	13	Sport	18079	Automatic	Diesel		0.40715999839406908
4207	5111	18	Woman	1	Unemployed	Agency	No	0	Sport	31307	Manual	Diesel		0.28441970956629853
4208	5112	47	Woman	4+	Student	Agency	Yes	11	Sport	29030	Automatic	Diesel		0.2220277300622952
4209	5113	72	Man	1	Retired	On-line	Yes	16	Sport	18045	Manual	Petrol		0.23074715369128695
4210	5115	48	Man	2	"Private Sector - Director"	Agency	Yes	19	Estate	23550	Automatic	Petrol		0.11709455450427468
4211	5118	44	Man	2	"Private Sector - Manager"	Agency	Yes	5	Saloon	17398	Automatic	Diesel		0.1161507115764364
4212	5119	74	Man	4+	"Public Sector - Employee"	Agency	Yes	3	Estate	41796	Manual	Diesel		0.10026529746182916
4213	5121	19	Woman	1	"Public Sector - Employee"	Agency	Yes	1	Sport	26791	Automatic	Diesel		0.29145223657108382
4214	5122	46	Woman	2	"Private Sector - Director"	Agency	No	15	Estate	34051	Automatic	Diesel		0.071138910739136779
4215	5123	44	Man	4+	"Private Sector - Director"	Agency	No	20	Sport	18744	Automatic	Petrol		0.27595536139801452
4216	5124	19	Woman	4+	Unemployed	Agency	Yes	1	Saloon	13112	Automatic	Diesel		0.057635972663680604
4217	5125	21	Man	4+	"Private Sector - Director"	Agency	Yes	3	Saloon	26628	Automatic	Diesel		0.25159233933202468
4218	5127	29	Woman	1	Retired	Agency	No	11	Sport	26471	Manual	Petrol		0.21695557528725329
4219	5128	54	Woman	4+	Independant	Agency	Yes	16	Saloon	22816	Manual	Diesel		0.048769431830492878
4220	5129	49	Woman	1	"Public Sector - Manager"	Agency	Yes	13	Sport	27047	Manual	Petrol		0.28150799642586061
4221	5130	71	Woman	0	Retired	Agency	No	15	Sport	19654	Manual	Diesel		0.36699270648558657
4222	5132	45	Man	2	"Private Sector - Director"	Agency	No	8	Estate	32418	Automatic	Diesel		0.16758544547096049
4223	5133	57	Woman	2	"Private Sector - Employee"	Agency	Yes	17	Saloon	24033	Automatic	Diesel		-0.020898959947358992
4224	5134	42	Woman	4+	Independant	Agency	No	10	Estate	20047	Automatic	Diesel		-0.07357423685790572
4225	5135	77	Man	0	"Public Sector - Director"	Agency	Yes	4	Saloon	60731	Automatic	Diesel		0.32973942851091864
4226	5136	34	Man	1	Independant	Agency	No	7	Saloon	20030	Automatic	Petrol		0.10581457552690175
4227	5137	41	Woman	1	"Public Sector - Employee"	On-line	Yes	11	Estate	26491	Automatic	Diesel		0.067318065998232368
4228	5138	68	Man	0	"Private Sector - Manager"	Agency	No	18	Estate	26356	Automatic	Petrol		0.26844556972372097
4229	5139	37	Man	0	"Public Sector - Manager"	Agency	Yes	9	Estate	28973	Automatic	Petrol		0.42068378144852303
4230	5140	48	Man	2	Retired	Agency	No	9	Estate	22903	Automatic	Diesel		0.15977710446798349
4231	5141	19	Man	4+	Government	Agency	Yes	1	Sport	26887	Manual	Diesel		0.42983840358765785
4232	5142	20	Man	0	Student	On-line	Yes	2	Saloon	24503	Automatic	Diesel		0.38219222421978927
4233	5144	58	Man	4+	Student	Agency	No	21	Sport	19205	Automatic	Diesel		0.35204373670485956
4234	5145	73	Woman	1	Unemployed	On-line	No	11	Estate	23753	Automatic	Diesel		0.027703355704685274
4235	5146	43	Man	2	Unemployed	Agency	Yes	14	Sport	10458	Automatic	Diesel		0.31903194689198577
4236	5149	67	Man	3	Unemployed	Agency	No	10	Sport	31536	Automatic	Diesel		0.33534900514966903
4237	5151	40	Man	1	"Public Sector - Manager"	On-line	Yes	16	Estate	18170	Automatic	Petrol		0.25301093331381558
4238	5152	39	Man	4+	Retired	Agency	No	18	Estate	21790	Manual	Petrol		0.17398804962106695
4239	5153	21	Man	0	"Public Sector - Director"	Agency	Yes	3	Sport	52249	Manual	Petrol		0.30540812686095353
4240	5155	74	Woman	4+	Unemployed	Agency	No	15	Estate	25439	Automatic	Diesel		0.057808346247103598
4241	5156	45	Woman	4+	Student	On-line	No	9	Sport	28082	Automatic	Petrol		0.10903010826647629
4242	5157	71	Man	4+	Independant	Agency	No	19	Sport	25236	Automatic	Petrol		0.27116072133322855
4243	5158	45	Woman	2	"Public Sector - Manager"	Agency	No	4	Estate	33246	Automatic	Petrol		0.044687139153720454
4244	5159	70	Woman	2	"Public Sector - Employee"	On-line	No	8	Sport	24414	Manual	Petrol		0.093904550838107378
4245	5160	48	Man	3	Retired	Agency	Yes	6	Sport	22625	Manual	Petrol		0.23740986507884343
4246	5161	55	Man	1	Independant	Agency	No	12	Estate	28713	Automatic	Diesel		0.19736642148177003
4247	5162	45	Woman	4+	"Private Sector - Manager"	Agency	No	14	Estate	31233	Automatic	Petrol		-0.018729212137200191
4248	5163	81	Man	4+	"Private Sector - Director"	Agency	No	14	Estate	46663	Automatic	Diesel		0.31160114795248978
4249	5164	51	Man	1	"Public Sector - Director"	Agency	No	10	Saloon	15776	Manual	Diesel		0.032275817258544559
4250	5165	37	Woman	2	"Public Sector - Employee"	On-line	No	15	Sport	15300	Automatic	Diesel		0.27273731585610356
4251	5166	43	Woman	4+	"Private Sector - Director"	Agency	No	22	Saloon	22533	Automatic	Petrol		-0.044607040140729588
4252	5167	55	Woman	4+	Retired	On-line	Yes	11	Estate	42624	Manual	Diesel		0.00034272222194463298
4253	5170	18	Woman	1	Unemployed	Agency	No	0	Sport	15281	Manual	Petrol		0.13973901383870307
4254	5171	75	Man	2	"Public Sector - Employee"	Agency	Yes	19	Sport	30446	Automatic	Diesel		0.48582586443925452
4255	5172	51	Man	2	"Private Sector - Director"	On-line	No	14	Saloon	31127	Automatic	Diesel		0.21223695481237648
4256	5173	48	Man	2	Independant	Agency	Yes	17	Estate	26197	Automatic	Diesel		0.20687772878414307
4257	5174	18	Man	1	"Private Sector - Manager"	Agency	Yes	0	Saloon	32661	Automatic	Diesel		0.24154366159917845
4258	5175	56	Man	4+	Unemployed	Agency	No	5	Estate	31587	Automatic	Petrol		0.06429791567219699
4259	5176	54	Woman	2	"Public Sector - Manager"	Agency	No	9	Saloon	28040	Automatic	Petrol		0.058246875829536152
4260	5178	49	Woman	2	Government	Agency	No	12	Estate	21268	Automatic	Diesel		0.054219153620928329
4261	5181	53	Man	2	"Public Sector - Manager"	On-line	Yes	8	Sport	19009	Automatic	Petrol		0.3382324402794975
4262	5182	31	Woman	4+	"Public Sector - Employee"	On-line	Yes	13	Saloon	8599	Manual	Diesel		0.099154014494487103
4263	5183	47	Man	0	"Public Sector - Director"	Agency	Yes	16	Saloon	25351	Automatic	Petrol		0.18778365753708087
4264	5184	55	Man	0	"Private Sector - Manager"	Agency	No	6	Sport	18111	Automatic	Diesel		0.44444481614624198
4265	5187	86	Man	4+	Independant	On-line	Yes	15	Sport	20249	Automatic	Diesel		0.53764350509005432
