id,Gender,Salary,Marital,CheckingAccount,NumberOfSavingsAccounts,PersonalAccount,Mortgage,PensionPlan,Region,Status
12465,Female,102598.6,Married,Checking Account,1,No Personal Account,No Mortgage,Pension Plan 3,Village,0
12466,Male,34729.6,Married,Checking Account,2,No Personal Account,No Mortgage,Pension Plan 3,City,0
12467,Female,59733.8,Single,No Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,City,0
12468,Male,95500.4,Married,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,1
12469,Male,22563,Married,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Village,1
12470,Male,68147.6,Married,Checking Account,3,No Personal Account,Mortgage,No Pension Plan 3,City,1
12471,Male,93740.8,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12472,Female,76907.4,Single,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,City,0
12473,Female,15512.72,Single,No Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,City,0
12474,Female,56827.6,Married,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12475,Female,94397.2,Married,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Suburban,0
12476,Male,41732.6,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,1
12477,Female,66408.6,Single,No Checking Account,1,No Personal Account,Mortgage,No Pension Plan 3,Village,0
12478,Male,49647,Single,No Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,City,1
12479,Male,35973.6,Married,No Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Suburban,0
12480,Female,19819.64,Married,No Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,City,1
12481,Female,53085.6,Single,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Village,0
12482,Female,65167,Married,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,1
12483,Male,29213.2,Married,No Checking Account,1,Personal Account 60 plus,No Mortgage,No Pension Plan 3,City,1
12484,Female,69673.6,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Village,0
12485,Female,53841.6,Married,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Village,1
12486,Female,76496.6,Single,No Checking Account,3,Personal Account,Mortgage,Pension Plan 3,City,1
12487,Male,31378.2,Single,No Checking Account,0,Personal Account 60 plus,No Mortgage,No Pension Plan 3,City,1
12488,Male,60315.4,Single,No Checking Account,1,Personal Account 60 plus,No Mortgage,Pension Plan 3,City,0
12489,Male,29284.4,Single,No Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,0
12490,Female,31866.6,Married,Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,City,1
12491,Female,88576.6,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12492,Male,44394.2,Single,No Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Village,0
12493,Female,76496.6,Married,Checking Account,3,No Personal Account,No Mortgage,Pension Plan 3,Village,1
12494,Female,44106.4,Married,Checking Account,2,Personal Account 60 plus,Mortgage,Pension Plan 3,City,1
12495,Female,50937,Single,No Checking Account,0,No Personal Account,Mortgage,Pension Plan 3,Suburban,0
12496,Female,46971.8,Married,No Checking Account,3,Personal Account 60 plus,Mortgage,Pension Plan 3,Village,1
12497,Male,51537.2,Married,Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,Land,1
12498,Male,68364.4,Married,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,City,0
12499,Female,114889,Single,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,City,0
12500,Male,76119.6,Married,Checking Account,0,Personal Account 60 plus,Mortgage,Pension Plan 3,Village,1
12501,Female,38962.6,Single,No Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Land,0
12502,Male,39127.6,Single,No Checking Account,3,No Personal Account,Mortgage,Pension Plan 3,Land,1
12503,Male,77196.8,Married,No Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,1
12504,Male,41508.6,Single,No Checking Account,0,No Personal Account,Mortgage,No Pension Plan 3,City,0
12505,Female,27729.2,Married,Checking Account,3,Personal Account 60 plus,No Mortgage,No Pension Plan 3,City,0
12506,Male,73198,Married,Checking Account,3,Personal Account,No Mortgage,Pension Plan 3,Suburban,0
12507,Male,91712.2,Single,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,Suburban,0
12508,Male,44724.6,Single,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Suburban,0
12509,Female,43968,Married,No Checking Account,1,Personal Account 60 plus,No Mortgage,Pension Plan 3,Suburban,0
12510,Male,22146,Married,Checking Account,2,No Personal Account,No Mortgage,No Pension Plan 3,Suburban,1
12511,Female,36317,Single,No Checking Account,1,Personal Account,Mortgage,Pension Plan 3,City,0
12512,Male,14608.4,Single,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,1
12513,Female,116184,Single,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,0
12514,Female,33037.2,Married,No Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,0
12515,Female,92923,Married,Checking Account,0,Personal Account 60 plus,No Mortgage,No Pension Plan 3,Suburban,1
12516,Male,40117.4,Married,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Land,1
12517,Male,25066.4,Single,Checking Account,1,No Personal Account,Mortgage,No Pension Plan 3,City,1
12518,Male,45697,Married,No Checking Account,1,No Personal Account,No Mortgage,Pension Plan 3,Land,0
12519,Female,51398.8,Married,Checking Account,2,No Personal Account,No Mortgage,Pension Plan 3,Village,0
12520,Male,43225.2,Married,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Village,1
12521,Male,97901.8,Married,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,1
12522,Male,82876,Single,Checking Account,1,No Personal Account,No Mortgage,No Pension Plan 3,City,0
12523,Male,22822,Married,No Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,City,1
12524,Female,87881.2,Married,Checking Account,0,Personal Account 60 plus,No Mortgage,Pension Plan 3,City,1
12525,Male,34479,Single,No Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Village,0
12526,Female,60977.4,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Land,1
12527,Female,59732.6,Married,Checking Account,3,No Personal Account,No Mortgage,No Pension Plan 3,Village,1
12528,Female,64368.8,Married,No Checking Account,2,No Personal Account,No Mortgage,Pension Plan 3,City,0
12529,Female,34617.4,Married,No Checking Account,1,Personal Account,Mortgage,Pension Plan 3,City,0
12530,Male,55727.8,Single,Checking Account,2,Personal Account,Mortgage,No Pension Plan 3,Land,1
12531,Male,57841.2,Married,Checking Account,0,No Personal Account,Mortgage,No Pension Plan 3,Village,1
12532,Female,116734.6,Married,Checking Account,1,Personal Account 60 plus,No Mortgage,Pension Plan 3,Village,0
12533,Male,33698.6,Single,Checking Account,0,Personal Account 60 plus,Mortgage,Pension Plan 3,Village,1
12534,Female,56277,Married,No Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Land,0
12535,Male,46076.4,Married,Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,City,1
12536,Male,23473.8,Single,Checking Account,2,Personal Account,Mortgage,Pension Plan 3,Village,1
12537,Male,32959,Married,No Checking Account,0,No Personal Account,Mortgage,Pension Plan 3,City,0
12538,Female,62831.4,Single,Checking Account,1,No Personal Account,Mortgage,Pension Plan 3,City,0
12539,Female,24234.6,Married,No Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,Suburban,1
12540,Male,30834.2,Married,No Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,City,1
12541,Male,58829.2,Married,Checking Account,1,No Personal Account,Mortgage,No Pension Plan 3,City,0
12542,Male,89364.2,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,1
12543,Female,72562,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Land,1
12544,Male,66605.6,Single,No Checking Account,0,Personal Account,Mortgage,Pension Plan 3,Village,0
12545,Female,31594.2,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Land,0
12546,Male,63729.6,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Land,1
12547,Female,87439,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Village,1
12548,Female,61599,Married,No Checking Account,2,Personal Account 60 plus,No Mortgage,No Pension Plan 3,Village,0
12549,Male,97943.2,Married,Checking Account,3,No Personal Account,No Mortgage,Pension Plan 3,Land,0
12550,Female,68122.8,Single,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Land,0
12551,Male,57877.2,Married,No Checking Account,3,Personal Account 60 plus,No Mortgage,Pension Plan 3,City,1
12552,Male,77080,Single,Checking Account,0,No Personal Account,Mortgage,Pension Plan 3,Village,1
12553,Female,54090.2,Single,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,0
12554,Female,102568.6,Single,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,Land,1
12555,Male,32704.4,Single,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,City,1
12556,Female,23732.8,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,1
12557,Female,26535.2,Married,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,Village,1
12558,Female,123109.2,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12559,Male,27400.4,Single,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,Suburban,1
12560,Male,93927.8,Married,Checking Account,1,Personal Account 60 plus,No Mortgage,No Pension Plan 3,Village,0
12561,Male,46951.2,Married,No Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,0
12562,Female,49108.2,Married,Checking Account,0,No Personal Account,Mortgage,Pension Plan 3,Suburban,1
12563,Female,36100,Married,No Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,0
12564,Female,30475.2,Married,No Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Land,1
12565,Male,41110,Single,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Village,0
12566,Female,56843.4,Married,Checking Account,2,Personal Account,Mortgage,Pension Plan 3,Village,1
12567,Male,43753,Married,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12568,Female,25620.4,Single,Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,Suburban,0
12569,Male,30218.8,Married,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Suburban,0
12570,Male,74829.4,Single,Checking Account,3,Personal Account,No Mortgage,Pension Plan 3,Village,1
12571,Female,83043.2,Married,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,City,1
12572,Female,50745.6,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,1
12573,Male,42279.6,Married,Checking Account,2,No Personal Account,No Mortgage,Pension Plan 3,City,1
12574,Female,55515.2,Single,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Village,0
12575,Female,45356.2,Single,Checking Account,1,Personal Account,Mortgage,Pension Plan 3,Village,0
12576,Female,24357,Married,Checking Account,2,Personal Account 60 plus,Mortgage,No Pension Plan 3,Village,1
12577,Male,52213.4,Single,No Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,Land,0
12578,Male,54835.2,Married,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,City,1
12579,Male,46674.4,Married,Checking Account,2,Personal Account,Mortgage,No Pension Plan 3,Village,1
12580,Male,86791,Single,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Village,0
12581,Male,23072.4,Married,No Checking Account,2,Personal Account,Mortgage,No Pension Plan 3,Land,1
12582,Male,89317.2,Single,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,0
12583,Male,65525,Single,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Land,1
12584,Male,32807.6,Married,Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,Land,1
12585,Female,42369.4,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,City,0
12586,Female,99834.6,Married,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,1
12587,Female,43247.6,Married,Checking Account,0,No Personal Account,Mortgage,No Pension Plan 3,Village,1
12588,Male,33251.8,Married,No Checking Account,1,Personal Account 60 plus,No Mortgage,No Pension Plan 3,Land,0
12589,Female,28029,Married,Checking Account,3,No Personal Account,No Mortgage,No Pension Plan 3,Village,1
12590,Male,40818.6,Married,Checking Account,2,No Personal Account,No Mortgage,No Pension Plan 3,City,0
12591,Female,63342.6,Married,Checking Account,1,No Personal Account,Mortgage,Pension Plan 3,City,0
12592,Female,34298.4,Single,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Village,0
12593,Female,55512.6,Married,Checking Account,0,No Personal Account,Mortgage,Pension Plan 3,Village,0
12594,Male,81899.8,Single,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,0
12595,Female,87486.4,Married,Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,Land,1
12596,Male,76919.8,Married,No Checking Account,0,No Personal Account,Mortgage,No Pension Plan 3,City,0
12597,Male,81945.8,Single,Checking Account,2,Personal Account,Mortgage,Pension Plan 3,Village,0
12598,Male,93175.8,Single,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,0
12599,Female,87599.2,Single,Checking Account,0,Personal Account 60 plus,Mortgage,No Pension Plan 3,Village,1
12600,Female,37824.4,Married,No Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Village,0
12601,Female,55531.6,Married,Checking Account,3,No Personal Account,No Mortgage,Pension Plan 3,City,1
12602,Female,66014.6,Single,No Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,City,0
12603,Female,52650.6,Married,No Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,Village,1
12604,Female,30616.4,Single,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,1
12605,Female,119611.2,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,City,0
12606,Female,57316.6,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Village,1
12607,Female,46350,Married,No Checking Account,0,No Personal Account,Mortgage,No Pension Plan 3,City,0
12608,Female,23190.8,Single,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Suburban,0
12609,Male,100819.8,Single,Checking Account,2,Personal Account,Mortgage,No Pension Plan 3,Suburban,0
12610,Female,22430.6,Married,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Land,0
12611,Female,26655.6,Married,Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,Village,1
12612,Male,32177.6,Married,Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,City,1
12613,Female,87886,Married,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,Village,1
12614,Female,29010.6,Single,Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,Land,1
12615,Male,67772.8,Single,Checking Account,0,Personal Account 60 plus,No Mortgage,Pension Plan 3,City,0
12616,Female,33325,Married,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,City,0
12617,Female,40525.2,Single,Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,Village,0
12618,Male,67230.8,Married,Checking Account,1,No Personal Account,Mortgage,No Pension Plan 3,Village,0
12619,Female,44014.2,Single,No Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,Village,1
12620,Female,57962.2,Married,Checking Account,3,Personal Account,Mortgage,Pension Plan 3,City,1
12621,Female,24327.8,Married,No Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,0
12622,Female,34495.4,Married,Checking Account,2,Personal Account 60 plus,No Mortgage,Pension Plan 3,Village,1
12623,Male,25367.2,Single,Checking Account,3,Personal Account,Mortgage,No Pension Plan 3,Suburban,1
12624,Female,32582,Married,Checking Account,0,No Personal Account,Variable Mortgage,Pension Plan 3,Village,1
12625,Male,37414.6,Married,Checking Account,0,Personal Account 60 plus,Mortgage,Pension Plan 3,Suburban,0
12626,Female,38653.8,Married,No Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,City,0
12627,Male,29023.6,Single,Checking Account,2,No Personal Account,Variable Mortgage,No Pension Plan 3,City,1
12628,Female,21344,Single,Checking Account,1,Personal Account,Mortgage,No Pension Plan 3,Village,1
12629,Female,51661,Married,No Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,City,1
12630,Male,86999,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Land,1
12631,Male,118350.2,Married,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,Suburban,0
12632,Female,55285.8,Single,No Checking Account,1,No Personal Account,No Mortgage,Pension Plan 3,City,0
12633,Male,60135,Single,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,City,0
12634,Male,59428.8,Married,No Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,0
12635,Female,27900.8,Single,Checking Account,1,Personal Account,Mortgage,Pension Plan 3,Village,1
12636,Male,20145.2,Married,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12637,Female,75701.2,Single,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,City,0
12638,Female,114352.8,Single,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Land,0
12639,Female,77568,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12640,Male,20383.6,Married,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,City,0
12641,Female,43642.8,Married,Checking Account,1,No Personal Account,Mortgage,Pension Plan 3,City,0
12642,Male,74778,Married,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Land,0
12643,Male,29255.8,Married,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,1
12644,Male,97541,Married,Checking Account,1,Personal Account 60 plus,Mortgage,Pension Plan 3,Suburban,0
12645,Male,42192.4,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Land,0
12646,Male,72513.8,Single,No Checking Account,0,Personal Account,Variable Mortgage,No Pension Plan 3,City,0
12647,Female,30563.6,Single,No Checking Account,0,No Personal Account,Variable Mortgage,Pension Plan 3,City,0
12648,Male,18633.96,Married,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Suburban,1
12649,Male,41472.4,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Land,0
12650,Female,105325,Married,Checking Account,1,Personal Account,Mortgage,Pension Plan 3,Village,0
12651,Female,16040.38,Married,No Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,City,1
12652,Male,64490.8,Married,No Checking Account,3,No Personal Account,No Mortgage,No Pension Plan 3,Suburban,1
12653,Male,82214.4,Married,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,1
12654,Female,78716.6,Married,No Checking Account,0,No Personal Account,Mortgage,Pension Plan 3,Suburban,1
12655,Female,72191.8,Married,Checking Account,3,Personal Account,No Mortgage,Pension Plan 3,City,1
12656,Female,15447.86,Married,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Village,1
12657,Female,37131.6,Married,Checking Account,1,Personal Account,Mortgage,Pension Plan 3,Land,0
12658,Male,50265.8,Married,No Checking Account,0,Personal Account 60 plus,No Mortgage,No Pension Plan 3,Land,1
12659,Female,62581.2,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Suburban,1
12660,Female,49716.8,Married,No Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Suburban,0
12661,Male,32797.6,Single,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,City,0
12662,Female,46575.8,Single,No Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Suburban,0
12663,Female,101795.2,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Land,1
12664,Female,44893,Single,No Checking Account,1,Personal Account,Mortgage,No Pension Plan 3,City,0
12665,Male,46184.2,Married,No Checking Account,0,Personal Account,Mortgage,Pension Plan 3,Suburban,0
12666,Male,49735.2,Married,Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,Village,1
12667,Male,44469.4,Married,No Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Village,1
12668,Female,34742.2,Married,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,1
12669,Female,59148,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Village,1
12670,Male,35888.4,Single,Checking Account,1,Personal Account,Variable Mortgage,Pension Plan 3,City,0
12671,Female,67331,Single,No Checking Account,3,Personal Account,No Mortgage,Pension Plan 3,Land,1
12672,Male,72332.4,Married,No Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,City,1
12673,Female,55425.8,Single,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Suburban,0
12674,Male,44801.4,Married,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Village,1
12675,Female,56939.8,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,1
12676,Male,60976,Married,Checking Account,0,Personal Account,Variable Mortgage,No Pension Plan 3,Village,1
12677,Female,38320.6,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Village,0
12678,Male,90685,Married,Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,Village,0
12679,Male,12588.42,Single,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,City,1
12680,Female,50255.4,Married,No Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,Village,1
12681,Male,103758.6,Married,Checking Account,2,No Personal Account,Mortgage,Pension Plan 3,Suburban,0
12682,Male,25289.8,Married,No Checking Account,2,Personal Account,Mortgage,Pension Plan 3,Village,1
12683,Female,43968.8,Single,Checking Account,3,No Personal Account,No Mortgage,No Pension Plan 3,Village,1
12684,Female,58186.2,Single,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Land,1
12685,Male,47056.8,Married,Checking Account,1,Personal Account 60 plus,Variable Mortgage,No Pension Plan 3,Village,0
12686,Male,19033.82,Single,Checking Account,3,Personal Account,No Mortgage,Pension Plan 3,Village,1
12687,Male,36729.8,Married,No Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,City,0
12688,Female,62547.6,Single,Checking Account,1,No Personal Account,No Mortgage,Pension Plan 3,Village,0
12689,Male,99347.2,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Land,1
12690,Male,25246.8,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Suburban,1
12691,Male,47637.2,Married,No Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,City,1
12692,Female,62947.8,Single,Checking Account,2,Personal Account,Mortgage,No Pension Plan 3,City,0
12693,Male,40536,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Village,1
12694,Male,102834,Married,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Suburban,0
12695,Female,61943.6,Married,Checking Account,3,Personal Account,Variable Mortgage,Pension Plan 3,Land,1
12696,Female,94050,Single,Checking Account,2,Personal Account,Mortgage,Pension Plan 3,City,1
12697,Female,19344.5,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,1
12698,Female,31952.6,Married,Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,Village,0
12699,Male,29423.6,Married,Checking Account,0,No Personal Account,Variable Mortgage,No Pension Plan 3,City,1
12700,Male,53343.2,Single,No Checking Account,0,Personal Account,Variable Mortgage,Pension Plan 3,Village,0
12701,Female,35092,Single,No Checking Account,1,No Personal Account,No Mortgage,No Pension Plan 3,City,0
12702,Male,60170.2,Married,No Checking Account,3,Personal Account,Variable Mortgage,Pension Plan 3,Village,1
12703,Female,33150.8,Married,Checking Account,0,Personal Account 60 plus,No Mortgage,Pension Plan 3,City,1
12704,Female,40750.8,Married,No Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,Village,1
12705,Female,101152.6,Married,Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,Land,1
12706,Female,75739.2,Married,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Village,0
12707,Male,17754.14,Single,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Land,0
12708,Male,49893.2,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Village,1
12709,Female,50608.6,Married,No Checking Account,2,No Personal Account,No Mortgage,Pension Plan 3,Suburban,1
12710,Male,48424.2,Married,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Village,1
12711,Female,119607.8,Married,Checking Account,0,Personal Account 60 plus,No Mortgage,No Pension Plan 3,Village,1
12712,Female,53317.6,Single,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,1
12713,Female,31471.6,Married,Checking Account,1,Personal Account,Variable Mortgage,No Pension Plan 3,Village,0
12714,Female,110409.4,Married,Checking Account,1,Personal Account,Variable Mortgage,Pension Plan 3,Village,0
12715,Male,38949.2,Married,Checking Account,0,Personal Account,Variable Mortgage,No Pension Plan 3,Land,1
12716,Female,44684.2,Married,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,1
12717,Female,35459.6,Married,No Checking Account,2,No Personal Account,Mortgage,No Pension Plan 3,Village,1
12718,Female,82032,Married,Checking Account,0,No Personal Account,Mortgage,No Pension Plan 3,Suburban,1
12719,Female,53818.4,Married,Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,City,0
12720,Male,45045.6,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Village,1
12721,Male,115761.4,Married,Checking Account,2,No Personal Account,No Mortgage,No Pension Plan 3,City,0
12722,Male,32994.6,Married,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Village,1
12723,Male,76893.2,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12724,Female,31077.6,Single,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,Village,1
12725,Male,25280.6,Single,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,1
12726,Male,82068,Married,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,1
12727,Male,41619.4,Married,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,City,1
12728,Female,40228,Married,No Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,Village,0
12729,Female,58718.2,Single,No Checking Account,3,Personal Account,Mortgage,Pension Plan 3,City,1
12730,Male,48540.2,Married,No Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,Land,0
12731,Female,45885.8,Married,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Land,1
12732,Female,32651.6,Married,Checking Account,2,No Personal Account,No Mortgage,No Pension Plan 3,Village,1
12733,Male,46886.4,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Suburban,0
12734,Female,59842.6,Single,Checking Account,3,No Personal Account,No Mortgage,Pension Plan 3,City,1
12735,Male,75043.8,Single,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Suburban,0
12736,Female,39736,Married,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,City,1
12737,Male,21906,Married,Checking Account,3,Personal Account,No Mortgage,Pension Plan 3,Land,1
12738,Female,26762,Single,No Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Land,0
12739,Female,37008.6,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Village,1
12740,Female,50783,Single,No Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Suburban,1
12741,Male,53548.4,Married,No Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Village,0
12742,Female,53905.2,Married,No Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,1
12743,Male,111433,Single,Checking Account,2,No Personal Account,No Mortgage,Pension Plan 3,Village,0
12744,Female,55143,Married,No Checking Account,0,Personal Account,Mortgage,Pension Plan 3,Village,1
