ContractId,Age,Gender,Children,Profession,"Customer Type","Multiple cars","Driving Licence Years","Car category","Annual Kilometers",Gearbox,Fuel
5451,37,Woman,0,"Private Sector - Director",On-line,No,11,Saloon,37675,Automatic,Diesel
5453,22,Woman,1,"Private Sector - Manager",Agency,No,4,Saloon,21710,Manual,Diesel
5454,21,Woman,2,Independant,Agency,No,3,Saloon,21465,Automatic,Diesel
5455,72,Woman,2,Government,Agency,No,21,Sport,13480,Automatic,Diesel
5456,65,Man,1,"Private Sector - Director",Agency,Yes,10,Estate,26463,Automatic,Petrol
5457,62,Woman,2,"Public Sector - Employee",Agency,Yes,9,Sport,18612,Manual,Diesel
5458,39,Man,2,"Public Sector - Manager",Agency,No,20,Sport,41901,Manual,Diesel
5459,55,Woman,4+,"Private Sector - Manager",On-line,Yes,12,Estate,28503,Automatic,Diesel
5460,49,Woman,2,Independant,Agency,No,11,Saloon,19867,Automatic,Diesel
5461,44,Man,4+,"Private Sector - Employee",Agency,Yes,17,Estate,20562,Automatic,Diesel
5462,38,Woman,2,Independant,Agency,No,3,Estate,20435,Automatic,Diesel
5464,37,Woman,4+,Retired,Agency,No,19,Saloon,15409,Automatic,Diesel
5465,57,Woman,4+,Independant,Agency,No,12,Estate,38370,Manual,Diesel
5466,68,Man,1,"Private Sector - Manager",On-line,No,9,Sport,13098,Automatic,Petrol
5467,43,Woman,1,Retired,Agency,No,15,Sport,35463,Automatic,Diesel
5468,19,Woman,4+,"Private Sector - Employee",Agency,Yes,1,Estate,37945,Automatic,Diesel
5469,52,Woman,2,Independant,Agency,Yes,7,Estate,29870,Automatic,Diesel
5470,53,Woman,0,"Public Sector - Director",Agency,No,17,Saloon,23244,Automatic,Petrol
5471,48,Man,1,"Public Sector - Employee",Agency,No,3,Estate,16069,Manual,Diesel
5472,52,Woman,4+,"Private Sector - Manager",On-line,Yes,6,Estate,27886,Automatic,Diesel
5473,71,Man,4+,Government,Agency,No,11,Estate,28214,Automatic,Diesel
5475,45,Woman,2,"Private Sector - Director",Agency,No,9,Saloon,19544,Automatic,Diesel
5476,61,Man,2,"Public Sector - Director",Agency,No,21,Estate,27318,Automatic,Petrol
5477,70,Woman,4+,"Public Sector - Director",On-line,Yes,10,Saloon,36233,Automatic,Diesel
5478,44,Woman,0,"Private Sector - Manager",Agency,Yes,14,Estate,18459,Automatic,Diesel
5479,70,Woman,4+,"Public Sector - Employee",Agency,No,14,Sport,22697,Manual,Diesel
5481,57,Woman,4+,"Private Sector - Employee",On-line,No,9,Estate,30483,Automatic,Petrol
5483,62,Woman,1,Independant,Agency,No,5,Saloon,26737,Automatic,Diesel
5484,55,Woman,4+,"Private Sector - Employee",On-line,Yes,15,Sport,13697,Automatic,Petrol
5485,25,Woman,4+,Retired,Agency,No,7,Estate,29553,Manual,Diesel
5486,74,Man,2,"Public Sector - Manager",Agency,Yes,14,Saloon,23372,Manual,Diesel
5488,44,Man,2,"Public Sector - Manager",Agency,No,18,Saloon,45550,Automatic,Diesel
5489,54,Man,0,Unemployed,On-line,Yes,7,Saloon,29432,Automatic,Diesel
5491,83,Woman,1,Independant,Agency,Yes,15,Sport,25484,Automatic,Diesel
5492,29,Man,0,"Public Sector - Director",Agency,Yes,8,Sport,39933,Automatic,Diesel
5493,62,Woman,4+,Independant,Agency,No,6,Estate,15792,Automatic,Diesel
5494,22,Man,4+,"Public Sector - Manager",Agency,Yes,4,Sport,31870,Automatic,Diesel
5495,31,Woman,4+,"Private Sector - Manager",On-line,No,13,Estate,14682,Automatic,Diesel
5496,32,Woman,4+,"Private Sector - Director",Agency,No,14,Saloon,35982,Automatic,Diesel
5497,23,Woman,2,"Private Sector - Manager",Agency,No,5,Sport,27920,Automatic,Diesel
5499,46,Man,4+,Student,On-line,No,14,Estate,20957,Manual,Diesel
5500,43,Man,4+,Student,Agency,No,17,Saloon,42414,Manual,Petrol
5502,31,Woman,4+,Unemployed,Agency,Yes,6,Sport,28333,Automatic,Diesel
5503,51,Man,2,Unemployed,Agency,No,3,Estate,25751,Manual,Diesel
5504,55,Woman,4+,Government,On-line,Yes,3,Estate,50972,Manual,Diesel
5506,47,Woman,2,Independant,Agency,Yes,17,Estate,23644,Automatic,Diesel
5509,26,Woman,2,Independant,Agency,No,7,Estate,20476,Manual,Petrol
5512,55,Man,4+,"Public Sector - Employee",Agency,No,5,Estate,22747,Automatic,Diesel
5514,62,Man,1,Independant,On-line,No,19,Sport,31202,Automatic,Diesel
5515,75,Woman,0,Independant,Agency,No,14,Sport,24308,Manual,Diesel
5516,34,Woman,4+,"Private Sector - Manager",On-line,No,14,Sport,22547,Automatic,Diesel
5517,44,Man,0,Independant,On-line,No,18,Sport,34915,Manual,Diesel
5518,42,Woman,4+,"Public Sector - Employee",Agency,No,12,Sport,71423,Automatic,Petrol
5519,75,Man,0,Government,Agency,No,10,Estate,56558,Automatic,Diesel
5520,55,Man,2,Independant,Agency,No,9,Sport,33646,Automatic,Petrol
5524,54,Woman,1,Government,On-line,Yes,21,Saloon,15217,Automatic,Diesel
5525,48,Man,1,Unemployed,Agency,Yes,6,Sport,24281,Manual,Diesel
5526,69,Woman,1,Retired,Agency,No,19,Saloon,26572,Automatic,Diesel
5527,50,Woman,1,Independant,Agency,No,19,Sport,21086,Automatic,Diesel
5528,77,Man,0,"Private Sector - Employee",Agency,Yes,10,Sport,25831,Automatic,Petrol
5529,48,Man,0,"Public Sector - Manager",Agency,No,5,Saloon,25933,Manual,Diesel
5530,61,Man,2,Retired,On-line,No,16,Saloon,15458,Automatic,Diesel
5531,63,Man,1,Government,Agency,No,22,Estate,29578,Automatic,Diesel
5532,55,Woman,1,"Public Sector - Manager",Agency,No,17,Saloon,23722,Automatic,Petrol
5533,45,Woman,0,"Public Sector - Director",On-line,No,18,Estate,30118,Automatic,Diesel
5534,79,Woman,0,"Private Sector - Employee",Agency,No,17,Saloon,26347,Manual,Diesel
5535,55,Woman,4+,Retired,On-line,No,7,Saloon,20178,Manual,Diesel
5536,26,Woman,2,Unemployed,On-line,No,8,Estate,20584,Automatic,Petrol
5537,41,Woman,2,Independant,On-line,No,20,Estate,20690,Manual,Petrol
5538,47,Man,2,"Public Sector - Director",On-line,No,15,Saloon,19212,Automatic,Diesel
5539,22,Woman,2,Independant,Agency,No,4,Estate,27929,Manual,Diesel
5540,48,Man,1,Independant,On-line,No,10,Saloon,39222,Automatic,Diesel
5541,36,Woman,2,Independant,On-line,No,12,Sport,25122,Automatic,Petrol
5542,54,Man,0,Government,Agency,No,20,Estate,38832,Automatic,Petrol
5543,60,Man,4+,"Public Sector - Director",Agency,No,14,Sport,28829,Manual,Petrol
5545,62,Man,4+,Retired,On-line,No,11,Sport,20848,Automatic,Diesel
5546,47,Woman,1,Student,On-line,No,14,Saloon,17295,Automatic,Diesel
5547,70,Woman,4+,Student,On-line,Yes,12,Estate,16340,Automatic,Petrol
5549,22,Man,2,"Public Sector - Director",On-line,No,4,Estate,28788,Automatic,Petrol
5550,43,Man,2,Independant,Agency,No,4,Sport,32576,Manual,Petrol
5551,61,Man,2,"Private Sector - Employee",On-line,Yes,7,Sport,24861,Automatic,Diesel
5552,28,Man,4+,Student,Agency,No,7,Saloon,36292,Automatic,Petrol
5553,48,Man,0,Unemployed,On-line,Yes,10,Sport,20293,Automatic,Diesel
5554,19,Woman,0,"Public Sector - Employee",Agency,No,1,Saloon,33374,Automatic,Diesel
5557,24,Man,1,"Private Sector - Employee",Agency,Yes,6,Estate,49542,Manual,Diesel
5558,68,Man,1,Retired,Agency,No,15,Saloon,33215,Automatic,Diesel
5560,72,Woman,1,"Public Sector - Director",Agency,No,9,Sport,14360,Automatic,Diesel
5561,52,Man,4+,"Public Sector - Director",On-line,Yes,19,Saloon,38114,Automatic,Diesel
5562,33,Man,2,Independant,Agency,No,8,Sport,19629,Manual,Diesel
5563,29,Man,2,Student,Agency,Yes,4,Estate,28331,Automatic,Diesel
5564,22,Man,1,"Private Sector - Manager",Agency,No,4,Saloon,26989,Automatic,Petrol
5566,40,Woman,0,Independant,Agency,Yes,8,Estate,29864,Automatic,Petrol
5567,68,Woman,2,"Public Sector - Director",Agency,No,4,Estate,23598,Manual,Diesel
5568,46,Man,0,"Private Sector - Director",Agency,No,8,Saloon,26980,Manual,Diesel
5569,20,Man,2,"Public Sector - Manager",Agency,No,2,Saloon,28907,Manual,Diesel
5570,45,Man,4+,"Private Sector - Director",On-line,No,18,Saloon,15583,Manual,Diesel
5571,52,Man,4+,Retired,On-line,No,16,Sport,19585,Automatic,Petrol
5572,56,Man,0,Student,Agency,No,8,Estate,19219,Automatic,Diesel
5573,51,Woman,0,Student,Agency,No,7,Sport,23406,Automatic,Diesel
5575,46,Woman,2,Student,Agency,No,7,Estate,18640,Automatic,Diesel
5576,48,Woman,4+,"Private Sector - Director",Agency,No,18,Estate,27434,Automatic,Diesel
5577,51,Woman,4+,"Public Sector - Employee",Agency,Yes,8,Saloon,20993,Manual,Diesel
5578,19,Woman,2,Government,Agency,No,1,Estate,23066,Automatic,Diesel
5579,45,Woman,1,"Private Sector - Manager",Agency,No,7,Saloon,25694,Automatic,Diesel
5580,46,Woman,2,"Public Sector - Director",Agency,No,21,Sport,18461,Automatic,Diesel
5581,52,Man,4+,Government,Agency,Yes,19,Estate,52961,Automatic,Petrol
5583,81,Woman,0,Government,On-line,No,9,Estate,23718,Automatic,Diesel
5584,53,Man,2,Government,On-line,Yes,21,Saloon,25840,Manual,Diesel
5585,70,Man,4+,Unemployed,Agency,No,22,Saloon,25922,Automatic,Petrol
5586,52,Woman,4+,Retired,On-line,Yes,9,Estate,16589,Automatic,Diesel
5587,61,Man,0,"Public Sector - Director",Agency,No,16,Sport,42120,Automatic,Diesel
5590,40,Woman,2,Independant,Agency,Yes,16,Estate,8549,Automatic,Petrol
5591,48,Woman,2,Unemployed,On-line,No,21,Saloon,23397,Manual,Diesel
5594,41,Woman,4+,"Public Sector - Employee",Agency,Yes,12,Sport,16854,Manual,Petrol
5595,43,Woman,1,"Public Sector - Manager",Agency,No,6,Sport,22364,Automatic,Diesel
5596,28,Man,2,Independant,Agency,No,10,Sport,22039,Automatic,Diesel
5598,69,Woman,4+,Independant,Agency,Yes,16,Sport,22613,Automatic,Diesel
5599,23,Woman,2,Government,On-line,No,5,Estate,33717,Automatic,Petrol
5600,36,Woman,4+,Independant,Agency,No,13,Saloon,19744,Automatic,Diesel
5601,53,Man,3,Unemployed,Agency,Yes,7,Sport,15019,Automatic,Diesel
5602,43,Man,2,Government,Agency,No,4,Estate,29749,Automatic,Petrol
5604,69,Man,0,Government,Agency,No,10,Saloon,20901,Manual,Diesel
5605,87,Man,4+,Retired,On-line,Yes,22,Sport,18501,Automatic,Diesel
5606,41,Woman,2,Government,Agency,No,11,Saloon,26444,Automatic,Diesel
5607,56,Woman,3,Government,Agency,Yes,5,Estate,20346,Manual,Diesel
5610,33,Man,1,"Public Sector - Employee",Agency,No,12,Estate,42230,Automatic,Petrol
5611,71,Woman,2,"Private Sector - Employee",Agency,No,13,Estate,25779,Automatic,Diesel
5612,50,Woman,4+,Student,On-line,Yes,17,Estate,18052,Automatic,Diesel
5613,49,Woman,4+,Student,On-line,Yes,19,Estate,34022,Automatic,Diesel
5614,62,Man,2,"Private Sector - Employee",Agency,No,13,Estate,20722,Automatic,Diesel
5615,39,Woman,1,"Private Sector - Employee",On-line,Yes,20,Saloon,24440,Automatic,Diesel
5616,64,Woman,4+,Student,Agency,No,5,Sport,17416,Automatic,Diesel
5617,34,Woman,2,Independant,On-line,Yes,14,Estate,18784,Automatic,Diesel
5618,45,Man,2,"Private Sector - Director",Agency,No,11,Estate,24436,Automatic,Diesel
5619,21,Man,4+,Independant,Agency,No,3,Saloon,44241,Automatic,Diesel
5620,81,Woman,4+,"Public Sector - Manager",Agency,No,6,Saloon,44294,Automatic,Diesel
5622,43,Woman,4+,"Public Sector - Director",Agency,No,8,Sport,33831,Automatic,Diesel
5623,63,Woman,1,Independant,Agency,Yes,6,Sport,22050,Automatic,Diesel
5624,29,Man,0,Independant,On-line,Yes,11,Sport,30797,Manual,Petrol
5626,49,Man,1,"Public Sector - Employee",Agency,Yes,15,Estate,18499,Automatic,Diesel
5627,47,Woman,1,"Public Sector - Employee",Agency,Yes,8,Estate,21143,Automatic,Diesel
5628,60,Man,2,"Public Sector - Employee",On-line,Yes,10,Saloon,25233,Automatic,Diesel
5629,66,Man,2,Retired,Agency,Yes,13,Saloon,28283,Automatic,Petrol
5630,68,Man,2,"Public Sector - Manager",On-line,No,6,Sport,13166,Automatic,Diesel
5631,32,Woman,2,Government,Agency,No,14,Sport,27261,Manual,Diesel
5634,84,Woman,2,"Private Sector - Manager",Agency,No,17,Saloon,20489,Manual,Petrol
5635,38,Man,2,"Public Sector - Employee",Agency,No,10,Saloon,34028,Automatic,Diesel
5637,43,Man,2,"Public Sector - Director",Agency,No,22,Sport,10771,Manual,Petrol
5639,20,Man,4+,"Private Sector - Director",Agency,No,2,Sport,17828,Automatic,Diesel
5641,67,Man,0,Independant,Agency,No,12,Saloon,24039,Automatic,Petrol
5642,27,Woman,0,Independant,Agency,No,9,Saloon,19300,Automatic,Diesel
5643,20,Man,1,"Public Sector - Manager",Agency,No,2,Saloon,19273,Automatic,Diesel
5644,36,Woman,2,Student,On-line,Yes,6,Saloon,27019,Automatic,Diesel
5645,57,Man,2,Independant,Agency,No,18,Estate,39019,Automatic,Petrol
5646,27,Man,4+,Independant,Agency,Yes,9,Saloon,17535,Automatic,Diesel
5647,45,Man,4+,Government,Agency,Yes,15,Estate,14983,Automatic,Petrol
5648,25,Man,2,"Private Sector - Director",Agency,No,7,Saloon,33674,Manual,Diesel
5649,28,Man,1,Retired,Agency,Yes,10,Saloon,19270,Automatic,Diesel
5650,61,Woman,2,"Public Sector - Director",Agency,Yes,14,Sport,26669,Manual,Diesel
5651,78,Man,1,"Public Sector - Director",Agency,No,13,Sport,23118,Automatic,Diesel
5652,57,Man,3,Independant,Agency,No,7,Estate,19498,Automatic,Diesel
5653,73,Woman,4+,"Private Sector - Employee",Agency,No,12,Sport,18213,Manual,Diesel
5654,46,Man,2,"Public Sector - Manager",Agency,No,4,Estate,25827,Manual,Diesel
5655,49,Man,4+,"Public Sector - Employee",On-line,No,16,Estate,41691,Automatic,Petrol
5656,48,Man,2,"Public Sector - Employee",Agency,No,20,Sport,36226,Automatic,Diesel
5657,33,Man,4+,Retired,Agency,No,3,Sport,20003,Manual,Petrol
5658,30,Man,2,"Public Sector - Manager",Agency,No,5,Sport,44763,Manual,Diesel
5659,76,Man,4+,"Private Sector - Manager",Agency,No,5,Estate,18398,Manual,Diesel
5660,47,Woman,4+,Independant,On-line,No,13,Estate,36165,Automatic,Diesel
5661,47,Man,0,"Public Sector - Employee",On-line,No,20,Saloon,24204,Automatic,Diesel
5662,18,Woman,4+,"Public Sector - Manager",Agency,No,0,Estate,20623,Automatic,Diesel
5663,31,Woman,4+,Retired,Agency,Yes,13,Estate,24211,Manual,Diesel
5664,21,Man,0,Independant,Agency,No,3,Sport,25294,Automatic,Diesel
5665,62,Woman,2,Student,On-line,No,10,Estate,14719,Automatic,Petrol
5666,51,Woman,2,"Public Sector - Employee",Agency,No,22,Saloon,14608,Manual,Diesel
5667,44,Man,1,"Private Sector - Director",Agency,No,15,Sport,28854,Automatic,Petrol
5668,56,Woman,2,Independant,Agency,Yes,11,Saloon,28845,Automatic,Petrol
5670,20,Man,4+,Retired,Agency,Yes,2,Estate,22163,Automatic,Diesel
5671,74,Man,1,"Public Sector - Manager",Agency,Yes,12,Sport,30162,Manual,Petrol
5672,42,Man,4+,Unemployed,Agency,Yes,20,Saloon,32536,Automatic,Petrol
5673,49,Woman,2,Unemployed,Agency,Yes,9,Sport,18624,Automatic,Petrol
5674,45,Woman,4+,Unemployed,On-line,Yes,7,Sport,18060,Manual,Petrol
5675,49,Woman,1,Government,Agency,No,14,Saloon,22085,Automatic,Petrol
5676,37,Woman,4+,"Public Sector - Manager",Agency,Yes,4,Estate,45492,Automatic,Diesel
5677,53,Woman,2,"Public Sector - Employee",On-line,Yes,15,Saloon,19732,Automatic,Diesel
5678,29,Man,4+,Independant,Agency,Yes,11,Sport,26306,Manual,Petrol
5679,29,Man,3,Independant,Agency,No,11,Estate,36477,Manual,Petrol
5680,54,Man,0,Retired,Agency,Yes,3,Estate,20852,Automatic,Diesel
5681,62,Woman,0,Independant,Agency,Yes,16,Estate,24315,Automatic,Petrol
5682,51,Woman,2,"Private Sector - Employee",Agency,No,4,Saloon,30728,Automatic,Petrol
5683,45,Man,4+,"Private Sector - Employee",Agency,No,18,Saloon,40435,Automatic,Petrol
5684,79,Man,2,Student,Agency,No,19,Saloon,17366,Automatic,Petrol
5685,52,Woman,0,Independant,Agency,Yes,6,Saloon,27446,Automatic,Diesel
5686,21,Woman,0,Government,Agency,Yes,3,Saloon,27738,Manual,Diesel
5688,44,Man,4+,Retired,Agency,Yes,10,Saloon,24026,Automatic,Petrol
5689,79,Woman,4+,"Public Sector - Manager",On-line,No,7,Estate,16564,Automatic,Petrol
5690,69,Man,2,Unemployed,On-line,No,4,Estate,22711,Automatic,Diesel
5691,75,Woman,2,"Private Sector - Manager",On-line,No,10,Estate,21513,Automatic,Diesel
5692,53,Man,0,"Public Sector - Manager",Agency,Yes,9,Sport,42429,Automatic,Diesel
5694,75,Man,2,Government,Agency,Yes,3,Saloon,27578,Automatic,Petrol
5695,71,Man,2,Independant,On-line,No,18,Estate,16216,Automatic,Diesel
5696,55,Man,4+,"Public Sector - Employee",Agency,No,20,Saloon,37948,Automatic,Diesel
5697,70,Woman,4+,"Private Sector - Manager",Agency,Yes,18,Sport,26289,Manual,Diesel
5698,60,Woman,4+,"Public Sector - Director",Agency,No,21,Estate,13112,Automatic,Diesel
5699,21,Woman,1,"Private Sector - Employee",Agency,Yes,3,Estate,29735,Automatic,Diesel
5700,72,Man,1,"Public Sector - Director",On-line,No,7,Estate,20638,Automatic,Diesel
5701,38,Woman,2,"Private Sector - Director",On-line,No,17,Estate,34009,Manual,Diesel
5704,54,Woman,0,Independant,Agency,No,20,Estate,29105,Automatic,Diesel
5705,68,Woman,3,Unemployed,Agency,No,21,Estate,20272,Manual,Petrol
5706,20,Man,1,"Public Sector - Employee",Agency,No,2,Sport,21101,Manual,Diesel
5707,50,Woman,0,Retired,On-line,Yes,19,Estate,24643,Manual,Diesel
5708,21,Man,2,"Private Sector - Director",Agency,No,3,Sport,30767,Automatic,Petrol
5709,20,Woman,1,"Private Sector - Manager",On-line,No,2,Sport,35385,Manual,Diesel
5712,19,Woman,1,Independant,Agency,No,1,Sport,33013,Manual,Diesel
5713,44,Man,2,Independant,On-line,No,5,Estate,34875,Automatic,Diesel
5715,19,Man,1,Student,Agency,No,1,Saloon,33835,Automatic,Diesel
5716,56,Woman,4+,"Private Sector - Director",Agency,No,12,Estate,25852,Automatic,Diesel
5717,44,Woman,1,"Private Sector - Manager",Agency,Yes,20,Saloon,35929,Automatic,Petrol
5720,50,Man,2,Student,Agency,No,18,Sport,26493,Automatic,Diesel
5721,52,Man,0,Independant,On-line,No,19,Sport,65097,Manual,Petrol
5722,52,Woman,3,"Public Sector - Director",Agency,No,8,Saloon,18059,Manual,Petrol
5723,51,Man,1,Student,Agency,No,9,Saloon,31545,Automatic,Diesel
5724,24,Woman,0,"Public Sector - Employee",Agency,No,6,Sport,15307,Automatic,Diesel
5725,41,Woman,2,Student,Agency,No,3,Sport,32968,Manual,Diesel
5726,30,Woman,2,"Private Sector - Director",On-line,No,12,Estate,35963,Automatic,Diesel
5727,37,Man,4+,Unemployed,Agency,Yes,11,Sport,25482,Automatic,Diesel
5728,52,Woman,4+,"Private Sector - Director",Agency,No,18,Sport,23292,Automatic,Petrol
5729,37,Man,2,Student,Agency,Yes,16,Estate,22144,Automatic,Petrol
5730,54,Man,4+,Retired,On-line,No,8,Sport,39331,Automatic,Petrol
5731,71,Man,4+,"Private Sector - Employee",Agency,No,6,Saloon,37248,Automatic,Diesel
5732,40,Woman,4+,"Public Sector - Employee",On-line,No,10,Sport,15981,Automatic,Diesel
5733,53,Man,0,Government,Agency,No,9,Sport,24563,Automatic,Diesel
5734,66,Woman,2,"Public Sector - Manager",Agency,Yes,15,Sport,18217,Automatic,Diesel
5735,68,Man,4+,"Public Sector - Director",Agency,No,19,Saloon,39018,Automatic,Diesel
5736,40,Woman,2,"Public Sector - Employee",Agency,No,4,Sport,22912,Automatic,Diesel
5737,38,Man,4+,"Public Sector - Manager",Agency,No,5,Sport,46702,Automatic,Diesel
5738,50,Woman,2,"Public Sector - Manager",Agency,Yes,5,Estate,28557,Automatic,Diesel
5739,42,Woman,1,"Private Sector - Manager",On-line,Yes,11,Estate,25484,Automatic,Diesel
5740,21,Man,2,Independant,On-line,Yes,3,Saloon,20761,Manual,Diesel
5741,78,Woman,1,Student,Agency,No,10,Sport,12913,Automatic,Diesel
5742,43,Man,0,"Private Sector - Employee",Agency,No,21,Saloon,17299,Automatic,Diesel
5743,51,Man,3,"Private Sector - Manager",Agency,Yes,4,Sport,26643,Manual,Petrol
5744,20,Man,0,Unemployed,On-line,No,2,Sport,25924,Automatic,Petrol
5745,87,Man,2,"Public Sector - Manager",On-line,Yes,15,Saloon,26576,Automatic,Diesel
5747,34,Woman,2,"Private Sector - Director",Agency,No,16,Estate,18161,Automatic,Petrol
5748,67,Woman,2,Student,Agency,No,12,Estate,18675,Manual,Diesel
5749,41,Woman,4+,"Public Sector - Manager",Agency,No,9,Estate,34132,Manual,Diesel
5750,50,Woman,1,"Public Sector - Director",On-line,Yes,20,Saloon,33526,Manual,Diesel
5751,61,Man,1,Government,On-line,No,22,Sport,37450,Automatic,Diesel
5753,71,Man,4+,Unemployed,Agency,Yes,3,Saloon,20753,Automatic,Petrol
5754,66,Woman,4+,Independant,Agency,No,14,Saloon,24113,Automatic,Diesel
5755,61,Woman,4+,"Private Sector - Director",Agency,Yes,5,Sport,13042,Automatic,Petrol
5756,36,Woman,2,Independant,Agency,No,15,Sport,16479,Manual,Petrol
5757,41,Man,1,"Public Sector - Director",On-line,Yes,5,Saloon,21644,Manual,Diesel
5758,61,Man,1,Independant,Agency,No,12,Sport,21809,Automatic,Petrol
5759,68,Woman,4+,"Public Sector - Employee",Agency,Yes,19,Saloon,18940,Automatic,Petrol
5760,42,Woman,4+,Student,Agency,Yes,7,Saloon,26486,Manual,Diesel
5761,74,Man,2,Unemployed,Agency,No,4,Saloon,30677,Automatic,Diesel
5762,74,Woman,2,Independant,On-line,Yes,12,Estate,25453,Automatic,Petrol
5763,18,Woman,2,"Public Sector - Employee",Agency,Yes,0,Estate,14770,Automatic,Diesel
5765,19,Man,4+,"Public Sector - Employee",Agency,Yes,1,Sport,19778,Manual,Diesel
5766,23,Man,4+,Independant,Agency,No,5,Sport,30905,Manual,Petrol
5767,32,Woman,4+,Independant,Agency,No,13,Estate,23430,Automatic,Diesel
5768,48,Woman,2,"Public Sector - Employee",Agency,No,4,Saloon,37919,Automatic,Diesel
5769,74,Man,0,Student,Agency,No,12,Estate,17448,Automatic,Diesel
5770,24,Man,2,"Public Sector - Employee",Agency,No,6,Estate,39960,Manual,Diesel
5773,31,Man,1,"Public Sector - Manager",On-line,No,11,Estate,18637,Automatic,Petrol
5776,49,Woman,1,Independant,Agency,No,11,Sport,19094,Automatic,Petrol
5777,46,Man,4+,"Private Sector - Director",On-line,Yes,3,Saloon,27206,Automatic,Diesel
5779,43,Woman,2,Unemployed,Agency,Yes,15,Sport,44517,Manual,Diesel
5780,37,Woman,0,"Public Sector - Director",Agency,No,14,Sport,16746,Automatic,Diesel
5783,39,Man,0,"Public Sector - Director",Agency,No,18,Estate,36203,Automatic,Diesel
5785,60,Woman,4+,Government,Agency,No,16,Sport,21900,Automatic,Diesel
5786,36,Woman,0,Government,On-line,No,3,Estate,36801,Automatic,Diesel
5788,74,Man,1,Independant,Agency,No,10,Estate,30068,Automatic,Petrol
5789,59,Man,4+,"Public Sector - Manager",Agency,Yes,3,Saloon,15440,Automatic,Diesel
5790,18,Man,4+,Government,Agency,No,0,Saloon,16654,Manual,Diesel
5791,53,Woman,2,Government,Agency,No,11,Saloon,28513,Manual,Diesel
5792,64,Man,4+,"Public Sector - Director",Agency,No,3,Estate,38094,Automatic,Diesel
5793,26,Woman,2,Independant,Agency,No,8,Estate,32797,Automatic,Diesel
5794,34,Man,4+,"Private Sector - Employee",On-line,Yes,12,Sport,28707,Manual,Diesel
5795,74,Woman,2,Government,Agency,No,7,Estate,37216,Automatic,Petrol
5796,69,Woman,4+,"Public Sector - Director",Agency,Yes,21,Sport,23589,Automatic,Petrol
5797,19,Woman,2,Student,On-line,No,1,Saloon,20020,Manual,Diesel
5798,28,Man,2,Student,Agency,No,10,Estate,20515,Automatic,Diesel
5800,33,Woman,2,"Private Sector - Employee",Agency,No,11,Saloon,37270,Automatic,Petrol
5801,38,Woman,0,Government,Agency,Yes,7,Saloon,27831,Automatic,Diesel
5802,34,Man,2,Retired,Agency,No,16,Estate,18989,Automatic,Diesel
5803,27,Man,0,Unemployed,Agency,No,9,Estate,28499,Automatic,Diesel
5804,61,Woman,4+,Unemployed,Agency,No,21,Sport,27498,Manual,Diesel
5806,19,Man,0,Retired,Agency,Yes,1,Saloon,28468,Manual,Diesel
5807,26,Man,4+,"Private Sector - Director",Agency,No,8,Sport,35761,Automatic,Petrol
5808,75,Woman,2,"Private Sector - Employee",On-line,Yes,4,Estate,22639,Manual,Diesel
5809,81,Man,2,Student,Agency,No,3,Estate,43353,Automatic,Diesel
5810,71,Woman,2,Independant,Agency,No,8,Saloon,23483,Automatic,Diesel
5811,28,Woman,4+,"Public Sector - Employee",On-line,No,3,Estate,35447,Manual,Diesel
5812,74,Woman,0,"Public Sector - Employee",On-line,Yes,16,Saloon,24818,Manual,Diesel
5813,19,Man,4+,"Private Sector - Employee",Agency,No,1,Sport,33740,Automatic,Diesel
5816,25,Man,0,"Private Sector - Employee",Agency,No,7,Sport,31524,Automatic,Petrol
5817,60,Man,2,"Public Sector - Employee",Agency,No,5,Sport,18388,Manual,Diesel
5819,47,Man,4+,"Public Sector - Employee",On-line,Yes,4,Sport,43632,Manual,Diesel
5820,50,Man,2,"Private Sector - Employee",Agency,Yes,16,Saloon,36288,Automatic,Diesel
5822,42,Woman,1,Retired,On-line,Yes,6,Sport,32939,Automatic,Diesel
5823,22,Woman,4+,Independant,Agency,No,4,Saloon,29011,Automatic,Petrol
5824,61,Woman,2,Unemployed,On-line,Yes,20,Saloon,27016,Automatic,Diesel
5825,41,Woman,2,"Public Sector - Employee",On-line,No,18,Saloon,21650,Manual,Diesel
5826,49,Woman,4+,"Private Sector - Director",On-line,No,16,Sport,46651,Automatic,Diesel
5827,32,Man,1,"Private Sector - Director",Agency,No,10,Estate,23684,Automatic,Diesel
5828,43,Woman,4+,"Private Sector - Manager",Agency,No,22,Estate,34674,Automatic,Diesel
5829,34,Man,2,Student,Agency,No,14,Saloon,26572,Automatic,Petrol
5831,34,Woman,4+,"Public Sector - Director",Agency,No,12,Estate,34364,Automatic,Diesel
5832,22,Woman,3,Unemployed,Agency,No,4,Estate,42462,Automatic,Diesel
5834,55,Man,1,"Public Sector - Employee",Agency,Yes,11,Sport,34917,Automatic,Diesel
5835,53,Woman,4+,Government,Agency,No,8,Estate,26594,Automatic,Diesel
5837,50,Man,2,"Public Sector - Director",Agency,Yes,18,Estate,26465,Automatic,Petrol
5838,18,Woman,1,Independant,Agency,No,0,Sport,13049,Automatic,Diesel
5839,30,Man,2,"Public Sector - Director",Agency,Yes,7,Sport,38114,Automatic,Diesel
5840,52,Woman,1,Government,Agency,No,14,Saloon,15382,Automatic,Diesel
